customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0V69-MQV01,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.89,954.22,Yes
0V9G-6J96A,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,48.93,No
0V9R-RI3YO,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.55,2059.89,Yes
0VN7-UK15T,Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),50.51,3253.8,No
0VQQ-ESD1W,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.03,4137.69,No
0VVX-6UM5K,Male,0,Yes,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,79.22,2253.12,Yes
0VVY-4UCUY,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.88,1060.31,No
0VZG-J4VR4,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,50.63,114.46,Yes
0W1V-927NJ,Female,0,No,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.69,1213.37,No
0W8N-A9WPW,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.57,1598.46,Yes
0W9N-K4V2Y,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.04,32.52,No
0WCP-MDDJD,Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.56,1102.71,No
0WK8-MOW1E,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.16,249.49,Yes
0WL7-SEBAL,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.49,1564.31,No
0WZB-IDHNN,Female,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.92,1210.23,No
0X2F-CPN7H,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,53.66,3087.9,No
0X68-CGLBS,Female,0,No,No,40,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.46,2003.0,No
0XFS-OGR8E,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),81.27,113.78,Yes
0XG5-LE6GL,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,47.53,162.06,No
0XU9-4UUWJ,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,57.62,397.09,Yes
0Y0G-OB71Q,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.84,121.9,No
0Y9G-9WRZD,Male,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,755.45,Yes
0YCT-YLLQ8,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,64.15,4050.37,No
0YH7-53O7X,Female,0,Yes,No,18,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,59.77,1003.61,Yes
0YQ8-73HRL,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.5,1538.17,No
0ZFL-AIJSC,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.2,435.93,Yes
0ZN5-Z1CQ1,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,29.28,18.8,No
0ZOS-52EBS,Male,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.1,4003.11,Yes
101R-GRU1U,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,51.96,3702.64,Yes
1078-PIZJW,Male,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.03,2399.03,No
108R-9WAWX,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.23,718.48,Yes
108S-LIEHM,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.57,1373.48,Yes
1096-H583V,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),98.78,95.82,No
10B7-HACKK,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.56,1126.1,No
10KY-ZLF9Z,Male,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,43.78,2009.35,Yes
10S7-4LAZY,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1078.25,No
118M-GQ88E,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,95.36,6855.26,No
11JX-2SXHV,Male,1,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,53.36,2781.81,No
11QJ-59OSV,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.48,235.88,Yes
122V-3X6JY,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,73.85,2793.09,Yes
124L-RTSKP,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,88.72,217.26,No
12FI-EY8E8,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.41,70.58,Yes
12GN-69E46,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.25,2733.79,Yes
12MQ-SSE08,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.0,1569.62,No
12OS-Q6V8V,Female,1,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.67,1387.43,No
12P8-2RM4H,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.94,2368.68,Yes
12RP-WPL4R,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,91.6,2441.22,No
135C-XW3ZM,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),27.69,175.8,No
136Y-LA907,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.69,1954.88,No
1372-JV2MF,Female,1,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),80.47,169.95,Yes
13Q5-R45X6,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,44.0,1579.75,Yes
13VH-MLP86,Male,0,No,No,65,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.78,6618.48,No
143A-BNBQA,Male,1,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),32.84,1413.47,Yes
145Y-7S2NG,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.03,1378.4,No
148J-HIIZ7,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,725.71,Yes
14B6-OMB32,Male,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.61,4559.39,No
14E5-YTH3Z,Male,0,No,Yes,57,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),63.33,3535.27,No
15JY-2V2H8,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,756.28,No
15QQ-WJF4S,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.28,3197.61,No
161E-ZOH5C,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.33,149.68,Yes
161T-G27ML,Female,1,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,98.41,5291.72,No
1653-J8YX6,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.09,3617.48,No
16J5-OMC3I,Female,1,Yes,No,44,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,39.66,1700.93,No
16K6-E4SMS,Female,1,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.28,4524.77,No
16MA-GO68A,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,479.35,No
16QB-QC0OW,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,40.57,2852.04,No
16SD-FJFR8,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.51,700.53,No
16W1-HYLB0,Female,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,96.66,4750.33,No
173M-Z6QD2,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.4,411.9,No
17AB-ZRBYH,Female,0,No,No,33,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,97.04,3240.93,Yes
17JD-ZHYN1,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.93,2662.22,No
17KZ-53XY6,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.05,1003.21,Yes
17PR-ZJGW5,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.17,856.09,No
17T9-COQY5,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.1,1075.26,No
1803-FUR31,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.38,2262.42,Yes
182U-S6K7K,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.83,22.49,Yes
184Y-BHWZ7,Female,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.41,4133.13,Yes
18AS-2DDEV,Male,1,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,68.69,3957.89,Yes
18GH-D635Y,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.74,18.8,No
18K1-C5X25,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,55.4,1288.86,Yes
18TV-F528S,Female,0,No,No,2,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.5,277.49,Yes
194K-NEK7U,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,87.49,5183.71,No
1972-QCI7L,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,56.59,2929.14,No
198N-R56HY,Male,0,Yes,Yes,65,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.42,3731.09,No
19PK-PVGJ2,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,87.25,571.3,Yes
19QA-J7XWT,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.51,189.56,Yes
1ADQ-TJXCH,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.42,2191.41,No
1AFY-Z5W3Q,Male,1,Yes,No,62,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),53.9,3389.24,Yes
1AH1-4MBRU,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.07,488.58,No
1AJD-0ZAMY,Male,0,No,Yes,52,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,42.9,2192.48,No
1B48-2CA5P,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,92.95,3433.31,Yes
1C5J-5XL9X,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,104.54,4815.64,Yes
1C7Y-N1MQB,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,64.15,189.22,Yes
1CD9-8IDAE,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,89.58,235.73,Yes
1CI7-C4GVX,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.29,5558.35,No
1CLN-FC8WD,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.23,4676.98,No
1CPM-OQ7TP,Female,0,No,No,28,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.6,1701.48,Yes
1CQE-UCNFG,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.8,1630.65,Yes
1CX5-2Q2WG,Male,0,No,Yes,43,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,96.96,4184.26,No
1D1Q-3OKZC,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.57,2663.96,Yes
1D3X-ORPNR,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.58,343.42,Yes
1D60-Q5O2W,Male,0,No,Yes,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,20.1,1006.49,No
1D7D-G2VEC,Male,0,Yes,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.88,988.2,Yes
1D7H-TX7JH,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.42,695.32,No
1D9M-T8RKT,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,93.38, ,No
1DM7-5HIP0,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.8,4187.33,No
1DOR-CBSOT,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.26,1415.61,Yes
1E41-Z3WJB,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),50.28,220.12,No
1EAH-0FSU9,Female,1,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,47.43,957.91,No
1EJ9-63EY5,Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,73.46,53.61,Yes
1EV4-J6F5Q,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.42,538.7,No
1EYK-KLUU0,Male,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.83,1339.53,Yes
1F5F-LYABS,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,88.59,3233.52,Yes
1FD5-RIV5Q,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.39,40.51,No
1FHG-X5B68,Female,0,No,No,24,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.32,1498.2,Yes
1FK9-ZMFHG,Male,1,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.45,416.63,Yes
1FP8-9OYIK,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.34,61.31,No
1FQV-38FKZ,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,94.98,366.4,No
1FRI-76NGK,Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,41.01,No
1FUX-UJXHH,Female,0,No,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,79.24,3481.65,No
1G96-2JOJD,Male,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.03,145.8,Yes
1G9Z-C63S2,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,118.75,8580.04,No
1GV3-XHFPR,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.05,134.84,Yes
1H0K-NXLCN,Female,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.83,1480.95,Yes
1H49-E9VKD,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.02,843.86,Yes
1HAN-CHT5F,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.17,477.15,No
1HEY-XTQJC,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.58,3919.14,Yes
1HPD-OYWMQ,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.01,200.09,Yes
1HX3-7UK60,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.75,19.52,Yes
1I07-6CQF0,Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),64.29,2898.78,No
1IF7-NSJ32,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,90.32,4171.78,No
1IF7-Z92CR,Female,1,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,48.2,224.09,No
1IN7-DLX2X,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),62.94,600.3,No
1J7C-IQAD2,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.07,96.72,No
1JKA-1YPMR,Female,1,No,No,49,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),41.58,2080.22,No
1JR5-NHILV,Female,0,No,Yes,43,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),58.34,2539.02,No
1JW0-0XLP9,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,42.8,270.67,Yes
1JYK-0PFMC,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),96.69,882.81,Yes
1JZC-J2QZR,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.73,3619.66,Yes
1K1U-F7G6B,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.03,1282.57,No
1K3E-DWOMT,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.84,231.07,No
1KGY-IX7G5,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.77,55.52,Yes
1KPP-74IMA,Female,0,No,No,36,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,74.06,2725.38,Yes
1KR7-K0WQM,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,29.47,21.62,No
1KUF-B9DAX,Male,1,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,62.77,2328.15,No
1KVB-3UPJ7,Male,0,No,No,62,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),29.26,1706.09,No
